Código,Provincia,Municipio,Localidad,Tipo,Institución,Dirección,Teléfono,Horario,Más info,Correo Electrónico,Web,Latitud,Longitud
4707,Misiones,San José,SAN JOSE,Seguridad,Comisaría San José,"Avenida Centenario 590, esquina Islas Malvinas",(03758) 492021,24 Hs.,Denuncias,criasanjoseur7@hotmail.com,,-27.7689539,-55.7789185
4903,Misiones,San Martín,SAN MARTIN,Seguridad,Comisaría,Ruta Provincial 103,(0376) 154102567,24 Hs.,Denuncias,cria.sanmartin_ur2obera@outlook.com,,-27.486697,-55.1203325999999
4951,Misiones,San Pedro,SAN PEDRO,Legal,Juzgado de Paz,25 de Mayo s/n,(03751) 470160 (Interno: 1360),Lunes a Viernes de 7 a 12 Hs.,Medidas Preventivas,,,-26.622476,-54.1097386
4952,Misiones,San Pedro,SAN PEDRO,Salud,Hospital Público de autogestión de Área San Pedro,Corrientes 833,(03751) 470010 / 470510,24 Hs.,Asistencia Interdisciplinaria,,,-26.6203,-54.10843
4950,Misiones,San Pedro,SAN PEDRO,Seguridad,Comisaría de las Mujeres,"Avenida Corrientes 905, Barrio Hospital",(03751) 470111 (Interno: 1911),24 Hs.,Denuncias,cria.mujersanpedrour14@policiamisiones.gob.ar,,-26.6226147,-54.1161954
4949,Misiones,San Pedro,SAN PEDRO,Seguridad,Comisaría N1,General Güemes 513,(03751) 470111,24 Hs.,Denuncias,crisanpedro@gmail.com,,-26.6257653,-54.1139121
8347,Misiones,San Vicente,SAN VICENTE,Áreas de Género y Diversidad,Dirección Municipal de la Mujer,Abel Ciñuka 48,(03755) 15650273 / (03755) 480971,Lunes a Viernes de 7 a 13 Hs.,Asistencia Interdisciplinaria,mujer.sanvicentemisiones@gmail.com,,-26.999644,-54.482841
4814,Misiones,San Vicente,SAN VICENTE,Legal,Defensoría de Fuero Universal N1,"Maríano Moreno s/n, entre Balbin y Juan Perón",(03755) 461820,Lunes a Viernes de 8 a 13 Hs.,Asesoramiento / Patrocinio Jurídico,defensoriauniversal.sanvicente@jusmisiones.gov.ar,,-26.99553,-54.48952
4815,Misiones,San Vicente,SAN VICENTE,Legal,Juzgado de Paz,Ricardo Balbin 729,(03755) 460311 (Interno: 3131),Lunes a Viernes de 7 a 12 Hs.,Denuncias / Medidas Preventivas,,,-26.9932037824415,-54.487991242925
4809,Misiones,San Vicente,SAN VICENTE,Otra,Área de Acción Social,Abel Siñuka 48,(03755) 461367 / (03755) 15480971,Lunes a Viernes de 7 a 13 Hs.,Servicio Social,desarrollosocial.msv@gmail.com,,-26.9994243120052,-54.482964504754
4816,Misiones,San Vicente,SAN VICENTE,Salud,Servicio de Atención Médica Integral para la Comunidad,Tupac Amaru 1800,(03755) 461840 / 460590,24 Hs.,Asistencia Interdisciplinaria,,,-26.9924044,-54.4779209
4813,Misiones,San Vicente,SAN VICENTE,Seguridad,Comisaría de las Mujeres,Guillermo Campos 892,(03755) 461808,24 Hs.,Denuncias / Asistencia Interdisciplinaria,comisariamujersanvicente@hotmail.com,,-26.99749,-54.48411
4811,Misiones,San Vicente,SAN VICENTE,Seguridad,Comisaría N1,Democracia 211,(03755) 460111,24 Hs.,Móvil / Derivación,criasecc1eraur8@gmail.com,,-26.99387,-54.48706
4810,Misiones,San Vicente,SAN VICENTE,Seguridad,Comisaría N2,Florencio Sánchez y Lola Mora Barrio Ex Alumnos,(03755) 15672867 / 15571726,24 Hs.,Denuncias,comisariasegundasanvicente@gmail.com,,-26.9952164,-54.4857787999999
9147,Misiones,Santa Ana,SANTA ANA,Áreas de Género y Diversidad,Área Prevención y Asistencia Inmediata a Víctimas de Violencia de Género,"Calle Principal s/n, Barrio Los Cedros, Casa 17",(03764) 103046 / (03764) 5086199,Lunes a Viernes de 8 a 11 Hs.,Acompañar (UDA) / Asistencia Interdisciplinaria,secretariadelamujersantaanaok@gmail.com,,-27.36051894,-55.58905375
4732,Misiones,Santa Ana,SANTA ANA,Legal,Juzgado de Paz,"Guacurari s/n, esquina San Martín",(03764) 497050,Lunes a Viernes de 7 a 13 Hs.,Denuncias / Medidas Preventivas,,,-27.433913,-55.581464767456
4731,Misiones,Santa Ana,SANTA ANA,Seguridad,Comisaría,Bonpland y Juana S. de Reca s/n,(03764) 497100,24 Hs.,Denuncias,,,-27.368540537436,-55.5817849990994
4804,Misiones,Santiago de Liniers,SANTIAGO DE LINIERS,Seguridad,Comisaría,Ruta Provincial 17 Km 29,(0376) 154854825,24 Hs.,Denuncias,crialiniers29@gmail.com,,-26.3835143,-54.3878869
9146,Misiones,Santo Pipo,SANTO PIPO,Áreas de Género y Diversidad,Dirección de la Mujer,Avenida San Martín s/n,(03764) 490434,Lunes a Viernes de 8 a 12 Hs.,Acompañar (UDA) / Asistencia Interdisciplinaria,,,-27.14862705,-55.39765196
4939,Misiones,Santo Pipo,SANTO PIPO,Legal,Juzgado de Paz,"Barrio 22 Viviendas, Casa 36",(0376) 4490005,Lunes a Viernes de 7 a 12 Hs.,Denuncias / Medidas Preventivas,,,-27.1428669155871,-55.4097337201601
4938,Misiones,Santo Pipo,SANTO PIPO,Seguridad,Comisaría,Avenida San Martín s/n,(03764) 490016,24 Hs.,Denuncias,cria.santopipour9@gmail.com,,-27.14085,-55.40661
9145,Misiones,Tres Capones,TRES CAPONES,Otra,Área de Desarrollo Social,Padre Tijon Hnatiuk s/n y Avenida 9 de julio,(03758) 613650,Lunes a Viernes de 6:30 a 12:30 Hs.,Acompañar (UDA) / Asistencia Interdisciplinaria,muni_trescaponed@hotmail.com,,-27.9944568279539,-55.6080956505792
8903,Neuquén,Aluminé,ALUMINE,Áreas de Género y Diversidad,Secretaría de Ciudadanía,Cristian Joubert s/n y Monseñor Cagliero,(02942) 496273,Lunes a Viernes de 7 a 14 Hs.,Acompañar (UDA) / Asistencia Interdisciplinaria,desarrollohumanoalumine@hotmail.com,,-39.2371706851955,-70.9201946837948
4954,Neuquén,Aluminé,ALUMINE,Legal,Juzgado de Paz,Avenida Rim 26 N235,(02942) 405172 / 496110,Lunes a Viernes de 8 a 14 Hs.,Denuncias / Medidas Preventivas,,,-39.23852,-70.92039
4955,Neuquén,Aluminé,ALUMINE,Salud,Hospital Alumine,4 de Caballeria 547,(02942) 496150,24 Hs.,Asistencia Interdisciplinaria,,,-39.23684,-70.91317
4953,Neuquén,Aluminé,ALUMINE,Seguridad,Comisaría N29,Avenida Rim 26,(02942) 496159,24 Hs.,Denuncias,comisariaveitinuevealumine@hotmail.com,,-39.2386098,-70.9200376
5105,Neuquén,Andacollo,ANDACOLLO,Legal,Juzgado de Paz,Avenida Gobernador Felipe Sapag 303,(02948) 407187,Lunes a Viernes de 8 a 14 Hs.,Medidas Preventivas,,,-37.1790010856515,-70.6705169733207
5103,Neuquén,Andacollo,ANDACOLLO,Otra,Área de Acción Social,"Varvarco s/n, esquina Huaraco",(02948) 494186 / (02942) 15401326,Lunes a Viernes de 8 a 14:30 Hs.,Servicio Social,promsocial_12@yahoo.com.ar,,-37.181849,-70.67006
5106,Neuquén,Andacollo,ANDACOLLO,Salud,Hospital Andacollo,Rio Bahueve,(02948) 494021 / 491018,24 Hs.,Asistencia Interdisciplinaria,,,-37.1788369261085,-70.6717436174984
5104,Neuquén,Andacollo,ANDACOLLO,Seguridad,Comisaría N30,Felipe Sapag 274,(02948) 494017,24 Hs.,Denuncias,comisariaandacollo@hotmail.com,,-37.179043826717,-70.6705062444852
8581,Neuquén,Añelo,AÑELO,"Familia, Niñez y Adolescencia","Área de Niñez, Adolescencia y Familia",Atención Telefónica y Correo Electrónico,(02995) 798274 / (02995) 244683,Lunes a Viernes de 7 a 14 Hs.,Acompañar (UDA) / Asistencia Interdisciplinaria,desarrollo_ninezadolescencia20@hotmail.com,,-38.353849,-68.787618
4960,Neuquén,Añelo,AÑELO,Legal,Juzgado de Paz,"Calle 3, entre Calle 15 y Calle 16",(0299) 4904060 / (0299) 154722367,Lunes a Viernes de 8 a 14 Hs.,Denuncias / Medidas Preventivas,,,-38.35552,-68.77943
4958,Neuquén,Añelo,AÑELO,Otra,Área de Acción Social,Calle 4 s/n y Calle 15,(0299) 4904000 / 4904002 / (0299) 155665068 / 155798274,Lunes a Viernes de 7:30 a 14 Hs.,Servicio Social,munianelo@gmail.com,,-38.3536717654889,-68.7876325304027
4961,Neuquén,Añelo,AÑELO,Salud,Hospital Añelo,Rogelio Natali s/n,(0299) 4901150,24 Hs.,Asistencia Interdisciplinaria,,,-38.3509798578136,-68.7877004986544
4959,Neuquén,Añelo,AÑELO,Seguridad,Comisaría N10,Avenida Intendente Danus s/n,(0299) 4904135,24 Hs.,Denuncias,comisariadecima@hotmail.com,,-38.353718289274,-68.7876561079408
5143,Neuquén,Bajada del Agrio,BAJADA DEL AGRIO,Legal,Juzgado de Paz,Sarmiento s/n,(02942) 497910 / 663824,Lunes a Viernes de 8 a 14 Hs.,Denuncias / Medidas Preventivas,,,-38.4097772984662,-70.0343664462945
5144,Neuquén,Bajada del Agrio,BAJADA DEL AGRIO,Salud,Hospital Rural,25 de Mayo s/n,(02942) 497939,24 Hs.,Asistencia Interdisciplinaria,,,-38.4089118833243,-70.0344679350255
5142,Neuquén,Bajada del Agrio,BAJADA DEL AGRIO,Seguridad,Comisaría N36,Avenida las Naciones s/n,(02942) 497913,24 Hs.,Denuncias,cria36bajadadelagrio@gmail.com,,-38.4077224498404,-70.0306934867747
5126,Neuquén,Barrancas,BARRANCAS,Legal,Juzgado de Paz,Las Heras y Sargento Cabral,(02948) 482114 / (02948)15406545,Lunes a Viernes de 8 a 14 Hs.,Denuncias / Derivación,jpazbarfd@jusneuquen.gov.ar,,-36.822541347309,-69.9164349310031
5127,Neuquén,Barrancas,BARRANCAS,Salud,Centro de Salud,Los Andes y Sargento Cabral,(02948) 482001,24 Hs.,Asistencia Interdisciplinaria,,,-36.8219110416353,-69.9153848579898
5125,Neuquén,Barrancas,BARRANCAS,Seguridad,Comisaría N45,"Sargento Cabral s/n, esquina Capitán de los Andes",(02948) 482022,24 Hs.,Denuncias,comisaria45barrancas@gmail.com,,-36.8219282185475,-69.9153955868253
5128,Neuquén,Buta Ranquil,BUTA RANQUIL,Áreas de Género y Diversidad,Área de Acción Social,Genaro Carreño s/n,(02948) 493278,Lunes a Viernes de 8 a 15 Hs.,Servicio Social,desarrollosocialmbr@gmail.com,,-37.0520407914051,-69.8779283175025
5130,Neuquén,Buta Ranquil,BUTA RANQUIL,Legal,Juzgado de Paz,Genaro Carreño Oeste s/n,(02948) 407258 / 493123,Lunes a Viernes de 8 a 14 Hs.,Denuncias / Medidas Preventivas,,,-37.0519722908847,-69.8779390463381
5131,Neuquén,Buta Ranquil,BUTA RANQUIL,Salud,Hospital Buta Ranquil,Avenida José Jadul s/n,(02948) 493000,24 Hs.,Asistencia Interdisciplinaria,,,-37.0504852880709,-69.8783247579825
5129,Neuquén,Buta Ranquil,BUTA RANQUIL,Seguridad,Comisaría N32,"Avenida Jadull s/n, esquina Roca",(02948) 493173 / 42,24 Hs.,Denuncias,comisaria32@polneuquen.gob.ar,,-37.05033,-69.87786
5112,Neuquén,Caviahue-Copahue,CAVIAHUE,Otra,Área de Acción Social,Ricardo Bialaus y Los Pioneros,(02948) 495036 / (0299) 156311876,Lunes a Viernes de 8 a 15 Hs.,Servicio Social,"municipalidadcaviahuecopahue@gmail.com, accionsocialcaviahue@gmail.com",,-37.8665672667872,-71.0531077312836
5114,Neuquén,Caviahue-Copahue,CAVIAHUE,Salud,Centro de Salud,Los Ñires,(02948) 495070,24 Hs.,Asistencia Interdisciplinaria,,,-37.8656519517565,-71.0548817137789
5113,Neuquén,Caviahue-Copahue,CAVIAHUE,Seguridad,Comisaría N40,Mapuche s/n,(02948) 495068 / (02942) 15668636,24 Hs.,Denuncias,cria40caviahue@gmail.com,,-37.8676582382315,-71.0523454598054
4983,Neuquén,Centenario,CENTENARIO,Áreas de Género y Diversidad,"Centro de Asistencia a la Víctima, CAV",Guatemala 1657,(0299) 4897504 / (0299) 156373957,Lunes a Viernes de 8 a 14 Hs.,Acompañar (UDA) / Asistencia Interdisciplinaria,centroayutuncentenario@gmail.com,,-38.824311399469,-68.1501738039521
4986,Neuquén,Centenario,CENTENARIO,Legal,Juzgado de Paz,San Martín 293,(0299) 4891369 / (0299) 155864705,Lunes a Viernes de 8 a 14 Hs.,Asesoramiento / Derivación,,,-38.830115296194,-68.1206516309387
4984,Neuquén,Centenario,CENTENARIO,Otra,Área de Desarrollo Social,"Mama Margarita s/n, esquina Honduras",(0299) 4895330 / 4891116,Lunes a Viernes de 8 a 13 Hs.,No Derivar- Solo Para Articulación Institucional,centroayutuncentenario@gmail.com,,-38.934134,-68.129616
4987,Neuquén,Centenario,CENTENARIO,Salud,Hospital Centenario,Avenida Libertador 700 y Ruta 7,(0299) 4898862 / 4891424,24 Hs.,Asistencia Interdisciplinaria,,,-38.8218369916265,-68.1373173021034
4985,Neuquén,Centenario,CENTENARIO,Seguridad,Comisaría N5,Islas Malvinas 56,(0299) 4891527,24 Hs.,Denuncias,Comisaria5@polneuquen.gob.ar,,-38.8301057989407,-68.1206463499787
8110,Neuquén,Chos Malal,CHOS MALAL,Áreas de Género y Diversidad,Dirección General de las Mujeres,Jorge Newbery s/n y Los Maitenes,(02948) 458363,Lunes a Viernes de 9 a 13 Hs.,Acompañar (UDA) / Asistencia Interdisciplinaria,direccionmujereschml@gmail.com,,-37.3736511572253,-70.2660301025409
4975,Neuquén,Chos Malal,CHOS MALAL,Legal,"Centro de Asistencia a la Víctima, CAV","Los Maitenes, entre Jorge Newbery y Cacique Purran",(0299) 155334992,Lunes a Viernes de 8 a 15 Hs.,Asesoramiento / Derivación,cavdchosmalal@gmail.com,,-37.3734101528054,-70.2656454787249
4970,Neuquén,Chos Malal,CHOS MALAL,Legal,Defensorías de Primera Instancia,Sarmiento y 9 de Julio,(02948) 421324 / 421821 / (Interno: 136),Lunes a Viernes de 8 a 14 Hs.,Asesoramiento / Patrocinio Jurídico,defesoriacivil1chosmalal-fd@jusneuquen.gov.ar,,-37.3806162237191,-70.268387517492
4971,Neuquén,Chos Malal,CHOS MALAL,Legal,Juzgado de Familia,9 de Julio y Sarmiento,(02948) 421450 / 421676 (Interno: 135),Lunes a Viernes de 8 a 14 Hs.,Asesoramiento / Patrocinio Jurídico,,,-37.3806162237191,-70.268387517492
4972,Neuquén,Chos Malal,CHOS MALAL,Legal,Juzgado de Paz,4 de Agosto y Sarmiento,(02948) 421125 / 421676,Lunes a Viernes de 8 a 14 Hs.,Denuncias / Asesoramiento Jurídico,,,-37.3798790967968,-70.2693230328343
8109,Neuquén,Chos Malal,CHOS MALAL,Legal,Unidad de Atención Oficina de Violencia,"9 de Julio y Sarmiento, Piso 1",(02942) 15535808 / (02948) 423458 / 4231450 / 4231125 (Interno: 135),Lunes a Viernes de 8 a 14 Hs.,Denuncias / Asistencia Interdisciplinaria,oficinadeviolencia@jusneuquen.gov.ar,,-37.380778,-70.268377
8108,Neuquén,Chos Malal,CHOS MALAL,Legal,Unidad Fiscal Única,"9 de Julio y Sarmiento, Piso 1",(02942) 15350414 (WP) / (02948) 421386 (Interno: 116),Lunes a Viernes de 8 a 14 Hs.,Denuncias,fiscaliachosmalal@gmail.com,,-37.38076,-70.26834
4973,Neuquén,Chos Malal,CHOS MALAL,Salud,Centro de Salud,Paraje Chos Malal,(02948) 421400,24 Hs.,Asistencia Interdisciplinaria,,,-37.3794822972711,-70.2680742430196
4974,Neuquén,Chos Malal,CHOS MALAL,Salud,Hospital Chos Malal,Avenida Estanislao Flores 650,(02948) 421400,24 Hs.,Asistencia Interdisciplinaria,,,-37.38143,-70.27383
4969,Neuquén,Chos Malal,CHOS MALAL,Seguridad,Comisaría N24,San Martín 313 y 25 de Mayo,(02948) 421169,24 Hs.,Denuncias,comisaria24chml@gmail.com,,-37.3724567999999,-70.277674
4968,Neuquén,Chos Malal,CHOS MALAL,Seguridad,Jefatura de Policía División de Seguridad. asuntos Internos de Chos Malal,Calle 25 de Mayo 51,(02948) 421241,Lunes a Viernes de 8 a 14 Hs. y de 19 a 21 Hs.,Denuncias / Asuntos Internos,dirseguridadchm@gmail.com,,-37.381112,-70.271099
4988,Neuquén,Cutral Có,CUTRAL CO,Áreas de Género y Diversidad,Áreas de Género y Diversidad,Saenz Peña y Sarmiento,(0299) 4865346,Lunes a Viernes de 8 a 13 Hs.,Asistencia Interdisciplinaria,desarrollo.social@municco.gov.ar,,-38.940168,-69.2331009
8088,Neuquén,Cutral Có,CUTRAL CO,Áreas de Género y Diversidad,Secretaría de las Mujeres y Diversidad,Saenz Peña y Sarmiento,(0299) 4865346 / (0299) 4861111 / (0299) 156283825,Lunes a Viernes de 8 a 13 Hs.,Acompañar (UDA) / Asistencia Interdisciplinaria,secretariadelamujeryladiversidad@hotmail.com,,-38.940168,-69.2331009
4993,Neuquén,Cutral Có,CUTRAL CO,Legal,Defensoría Civil,J. J. Valle 510 Planta Baja,(0299) 4969697 / 4861206,Lunes a Viernes de 8 a 14 Hs.,Asesoramiento / Patrocinio Jurídico,oficufd@jusneuquen.gov.ar,,-38.937314,-69.214348
4995,Neuquén,Cutral Có,CUTRAL CO,Legal,"Equipo Interdisciplinario del Fuero de Familia, Oficina de Violencia",Freire 950 Panta Baja,(0299) 4861668,Lunes a Viernes de 8 a 13 Hs.,Asistencia Interdisciplinaria,oficinadeviolenciacutralco@jusneuquen.gov.ar,,-38.962521,-69.215474
4997,Neuquén,Cutral Có,CUTRAL CO,Legal,Fiscalía,"J. J. Valle 510, Planta Baja",(0299) 4969477 / 4963481,Lunes a Viernes de 8 a 15 Hs.,Denuncias / Asistencia Interdisciplinaria,,,-38.962521,-69.214348
4998,Neuquén,Cutral Có,CUTRAL CO,Legal,"Juzgado de Familia, Niñez y Adolescencia","Freire y Misiones, Planta Baja",(0299) 464567 / 4964567 / 4963282,Lunes a Viernes de 8 a 14 Hs.,Denuncias / Asistencia Interdisciplinaria,juzgadodefamilia-cutralco@jusneuquen.gov.ar,,-38.962521,-69.2294587999999
4994,Neuquén,Cutral Có,CUTRAL CO,Legal,Juzgado de Paz,Rivadavia y Alberdi,(0299) 4963257,Lunes a Viernes de 8 a 14 Hs.,Asesoramiento / Derivación,,,-38.934469,-69.234037
8115,Neuquén,Cutral Có,CUTRAL CO,Legal,Ministerio Público Fiscal,J.J Valle 510,(0299) 4963481 / 4969477,Lunes a Viernes de 8 a 14 Hs.,Denuncias / Asistencia Interdisciplinaria,czajkm@jusneuquen.gov.ar,,-38.93129,-69.21468
4996,Neuquén,Cutral Có,CUTRAL CO,Legal,Unidad de Atención Oficina de Violencia,"Freire y Misiones, Planta Baja",(0299) 4969697 / (0299) 4964567 / (0299) 4965568 / (0299) 156133865 (24Hs.),Lunes a Viernes de 8 a 14 Hs.,Denuncias / Asistencia interdisciplinaria,,,-38.952224,-69.2154760999999
4992,Neuquén,Cutral Có,CUTRAL CO,Otra,"Instituto Nacional Contra la Discriminación, la Xenofobia y el Racismo, Inadi",Carlos H. Rodriguez 563,168 / (0299) 4432528,Lunes a Viernes de 8 a 16 Hs.,Denuncias / Asesoramiento Por Discriminación,neuquen@inadi.gob.ar,https://www.argentina.gob.ar/inadi/delegaciones,-38.9377552,-69.2362079
4999,Neuquén,Cutral Có,CUTRAL CO,Salud,Hospital Cutral Co,Avenida Scheiber y las Lengas,(0299) 4962662,24 Hs.,Asistencia Interdisciplinaria,,,-38.959104,-69.212623
4989,Neuquén,Cutral Có,CUTRAL CO,Seguridad,"Comisaría Especial de Niñez, Adolescencia y Familia N4","San Martín s/n, esquina Roca",(0299) 4967961 / (0299) 156300409,24 Hs.,Denuncias,comisaria4naf@neuquen.gov.ar,,-38.933724,-69.231254
4990,Neuquén,Cutral Có,CUTRAL CO,Seguridad,Comisaría N14,Carlos Rodríguez 230,(0299) 4860368,24 Hs.,Denuncias,comisaria14@jus.neuquen.com,,-38.9337989,-69.231362
4991,Neuquén,Cutral Có,CUTRAL CO,Seguridad,Comisaría N15,"Santa Teresita s/n, esquina Elordi",(0299) 4962169,24 Hs.,Denuncias,comisaria15@neuquen.gov.ar,,-38.932437,-69.240303
5117,Neuquén,El Cholar,EL CHOLAR,Legal,Juzgado de Paz,Avenida San Martín y Jaime de Nevares,(02948) 492918 / (02948) 404326,Lunes a Viernes de 8 a 14 Hs.,Denuncias / Medidas Preventivas,,,-37.4408055594343,-70.6441392112867
5115,Neuquén,El Cholar,EL CHOLAR,Otra,Área de Acción Social,"Avenida San Martín s/n, a 200 Metros de la Escuela",(02948) 492553 / 492561 / 492561,Lunes a Viernes de 8 a 13 Hs.,Asistencia Interdisciplinaria,accionsocialelcholar@hotmail.com,,-37.4439991,-70.6446661
5118,Neuquén,El Cholar,EL CHOLAR,Salud,Hospital El Cholar,Avenida Güemes s/n,(02948) 421400,24 Hs.,Servicio Social,,,-37.4404899041004,-70.6457800973157
5116,Neuquén,El Cholar,EL CHOLAR,Seguridad,Comisaría N39,Avenida Güemes s/n,(02948) 492946,24 Hs.,Denuncias,comielcholar_39@hotmail.com,,-37.4399902487902,-70.6459770559837
5121,Neuquén,El Huecú,EL HUECU,Legal,Juzgado de Paz,San Martín s/n,(02948) 408522,Lunes a Viernes de 8 a 14 Hs.,Denuncias / Medidas Preventivas,,,-37.6453707254409,-70.5807477561148
5119,Neuquén,El Huecú,EL HUECU,Otra,Área de Acción Social,José Mañke Cayucal s/n,(02948) 491123 / 491051 / (02942) 15650609,Lunes a Viernes de 7 a 13 Hs.,Servicio Social,intendenciadelhuencu@hotmail.com,,-37.6451706102175,-70.5814418579636
5122,Neuquén,El Huecú,EL HUECU,Salud,"Centro de Salud, El Huecu",General Guemes s/n,(02948) 491011,24 Hs.,Asistencia Interdisciplinaria,,,-37.6441477881582,-70.5787125444703
5120,Neuquén,El Huecú,EL HUECU,Seguridad,Comisaría N33,Cacique Manque Cayucal,(02948) 491015,24 Hs.,Denuncias,comisaria-33elhuecu@hotmail.com,,-37.6452555619896,-70.581409671457
5108,Neuquén,Huinganco,HUINGANCO,Salud,Centro de Salud,Los Huinganes s/n,(02948) 499003,Lunes a Viernes de 8 a 17 Hs.,Asistencia Interdisciplinaria,centrodesaludhuiganco@hotmail.com,,-37.15823,-70.62071
5107,Neuquén,Huinganco,HUINGANCO,Seguridad,Destacamento,Belgrano y los Ñires,(02948) 499133,24 Hs.,Móvil / Derivación,,,-37.15861,-70.62035
5072,Neuquén,Junín de los Andes,JUNIN DE LOS ANDES,Legal,Defensoría Civil,Lamadrid 115,(02972) 491307 / (0294) 154316995,Lunes a Viernes de 8 a 14 Hs.,Asesoramiento / Patrocinio Jurídico,dcivjufd@jusneuquen.gov.ar,,-39.9497366585878,-71.0739526732306
5074,Neuquén,Junín de los Andes,JUNIN DE LOS ANDES,Legal,Juzgado Civil N2,"Lamadrid 130, esquina Felix San Martín",(02972) 491623,Lunes a Viernes de 8 a 14 Hs.,Denuncias / Organismo de Competencia Jurídica,,,-39.95019,-71.07135
5075,Neuquén,Junín de los Andes,JUNIN DE LOS ANDES,Legal,Juzgado de Familia N1,O´higginis y Lamadrid,(02972) 492546,Lunes a Viernes de 8 a 14 Hs.,Organismo de Competencia Jurídica,,,-39.95008,-71.07272
5069,Neuquén,Junín de los Andes,JUNIN DE LOS ANDES,Legal,"Juzgado de Familia, Niñez y Adolescencia, Equipo Interdisciplinario del Fuero de Familia",O' Higgins 512,(02972) 492546 / 492815,Lunes a Viernes de 8 a 14 Hs.,Denuncias / Asistencia Interdisciplinaria,juzgadodefamilia-junin-fd@jusneuquen.gov.ar,,-39.9499091,-71.0740327835083
5073,Neuquén,Junín de los Andes,JUNIN DE LOS ANDES,Legal,Juzgado de Paz,San Martín 465,(02972) 491289,Lunes a Viernes de 8 a 14 Hs.,Asesoramiento / Derivación,,,-39.94983,-71.07123
8138,Neuquén,Junín de los Andes,JUNIN DE LOS ANDES,Legal,Ministerio Público Fiscal,General Lamadrid 143,(02972) 495070,Lunes a Viernes de 8 a 15 Hs.,Denuncias / Asesoramiento Jurídico,,,-39.9497404,-71.0735059
8137,Neuquén,Junín de los Andes,JUNIN DE LOS ANDES,Legal,Unidad de Atención Oficina de Violencia,"O´higginis y Lamadrid, Piso 1",(02972) 492546 / (02944) 15923162,Lunes a Viernes de 8 a 14 Hs.,Denuncias / Asistencia Interdisciplinaria,oficinadeviolenciajunindelosandes-fd@jusneuquen.gov.ar,,-39.95008,-71.07272
5076,Neuquén,Junín de los Andes,JUNIN DE LOS ANDES,Salud,Hospital Junín de los Andes,Antartida Argentina 150,(02972) 491162 / 491559 (Interno: 193),24 Hs.,Asistencia Interdisciplinaria,psicosocialjandes@gmail.com,,-39.94897,-71.07723
5071,Neuquén,Junín de los Andes,JUNIN DE LOS ANDES,Seguridad,Comisaría N25,"Lamadrid s/n, esquina O' Higgins",(02972) 491111 / (02944) 15390161 (WP) / (02944) 15390329 (WP),24 Hs.,Denuncias,comisaria25@gmail.com,,-39.9499,-71.07273
5070,Neuquén,Junín de los Andes,JUNIN DE LOS ANDES,Seguridad,Jefatura de Policía División de Seguridad. asuntos Internos de Junín de Los andes,"General Lamadrid s/n, esquina O' Higgins",(02972) 491110 (Interno: 116),Lunes a Sábados de 8 a 15 Hs.,Denuncias / Asuntos Internos,divisionasuntosinternosdsja16@gmail.com,,-39.9490265,-71.07274
4966,Neuquén,Las Coloradas,LAS COLORADAS,Legal,Juzgado de Paz,Luis Zingoni s/n,(02942) 694590,Lunes a Viernes de 8 a 14 Hs.,Denuncias / Medidas Preventivas,,,-39.55747,-70.59383
4967,Neuquén,Las Coloradas,LAS COLORADAS,Salud,Hospital Las Coloradas,San Martín 250,(02942) 495026 / 495060,24 Hs.,Asistencia Interdisciplinaria,,,-39.55619,-70.59502
4965,Neuquén,Las Coloradas,LAS COLORADAS,Seguridad,Comisaría N31,San Martín y Luis Singoni,(02942) 495056,24 Hs.,Denuncias,comisaria31lascoloradas@gmail.com,,-39.55747,-70.59383
5145,Neuquén,Las Lajas,LAS LAJAS,Áreas de Género y Diversidad,Área Mujer,Avenida Roca y Avenida San Martín,(02942) 499059 / (02942) 15459607,Lunes a Viernes de 8 a 14 Hs.,Asistencia Interdisciplinaria,,,-38.5240260758891,-70.3645213476635
5148,Neuquén,Las Lajas,LAS LAJAS,Legal,Juzgado de Paz,Belgrano 321,(02942) 511357 / 695405 / (02942) 499049,Lunes a Viernes de 8 a 14 Hs.,Denuncias / Derivación,,,-38.5249901634205,-70.3634908021131
5146,Neuquén,Las Lajas,LAS LAJAS,Otra,Secretaría de Desarrollo Social,Avenida del Trabajador y Avenida San Martín,(02942) 499596 / (02942) 15546639 / 15606281,Lunes a Viernes de 8 a 14 Hs.,Asistencia Interdisciplinaria,desarrollosocial.laslajas@gmail.com,,-38.5242605686822,-70.3635214364951
5149,Neuquén,Las Lajas,LAS LAJAS,Salud,Hospital Las Lajas,Roca 269,(02942) 499044,24 Hs.,Asistencia Interdisciplinaria,,,-38.5242330642193,-70.3652964886197
5147,Neuquén,Las Lajas,LAS LAJAS,Seguridad,Comisaría N27,Alberdi y Belgrano,(02942) 499038,24 Hs.,Denuncias,"cria27laslajas@hotmail.com.ar, cria27lla_nqn@hotmail.com",,-38.5242547716846,-70.3619159156065
5110,Neuquén,Las Ovejas,LAS OVEJAS,Legal,Juzgado de Paz,Gorni s/n,(02948) 481087,Lunes a Viernes de 8 a 14 Hs.,Denuncias / Medidas Preventivas,,,-36.98871,-70.74955
5111,Neuquén,Las Ovejas,LAS OVEJAS,Salud,Hospital Rural,Gorni s/n,(02948) 481005 / 481103,24 Hs.,Asistencia Interdisciplinaria,,,-36.98871,-70.74955
